session_id,query_id,config_hash,method,iteration,domain,complexity,is_baseline,latency_ms_total,latency_ms_retrieval,latency_ms_rerank,latency_ms_generation,ndcg_at_10,recall_at_50,coverage_at_n,contradiction_rate,hallucination_rate,retrieved_docs_count,ground_truth_count,contradictions_count,entities_covered_count,memory_mb,llm_calls,timeouts_occurred,fallbacks_used,timestamp
session_3,query_015,baseline_bm25_only_mixed_5450,baseline_bm25_only,0,mixed,medium,True,0.2884864807128906,0.11539459228515625,0.08654594421386719,0.08654594421386719,0.4159862866994659,0.4689583319647191,0.2565641643800064,0.0,0.3430793299525834,0,5,0,0,38.4921875,,,,1755930467.1984043
session_3,query_016,baseline_bm25_only_mixed_450,baseline_bm25_only,0,mixed,medium,True,0.28586387634277344,0.11434555053710938,0.08575916290283203,0.08575916290283203,0.2573792348932104,0.5527895695619067,0.18837198225541496,0.0,0.2858221311013527,0,5,0,0,38.4921875,,,,1755930467.198726
session_3,query_017,baseline_bm25_only_mixed_7394,baseline_bm25_only,0,mixed,medium,True,0.2913475036621094,0.11653900146484375,0.08740425109863281,0.08740425109863281,0.20437722079152543,0.44721463472136275,0.1720420766985849,0.0,0.3170106993995928,0,5,0,0,38.4921875,,,,1755930467.1990552
session_3,query_018,baseline_bm25_only_mixed_1697,baseline_bm25_only,0,mixed,medium,True,0.2968311309814453,0.11873245239257812,0.0890493392944336,0.0890493392944336,0.25830696576107065,0.5695362849382,0.21616728596580792,0.0,0.38356983088703667,0,5,0,0,38.4921875,,,,1755930467.19939
session_3,query_019,baseline_bm25_only_mixed_9571,baseline_bm25_only,0,mixed,medium,True,0.2887248992919922,0.11548995971679688,0.08661746978759766,0.08661746978759766,0.2825617441064785,0.46573696103207174,0.15991672827516362,0.0,0.3845762894246978,0,5,0,0,38.4921875,,,,1755930467.1997168
session_0,query_chatty_prose_000,baseline_bm25_only_chatty_prose_5241,baseline_bm25_only,0,chatty_prose,medium,True,52.63548066519741,21.054192266078967,15.790644199559223,15.790644199559223,0.45026907661479804,0.583493348653584,0.22922722104213966,0.2570883917023932,0.2935906223464233,9,5,3,7,53.779147631997205,0.0,0.0,0.0,1755931148.0
session_0,query_chatty_prose_001,baseline_bm25_only_chatty_prose_9075,baseline_bm25_only,0,chatty_prose,low,True,66.7028510584966,26.681140423398645,20.01085531754898,20.01085531754898,0.4313565300021324,0.5468796253677066,0.23766941284992193,0.22384171400661249,0.29028201351267907,8,5,2,7,45.791051374842155,0.0,0.0,0.0,1755934142.0
session_0,query_chatty_prose_002,baseline_bm25_only_chatty_prose_5695,baseline_bm25_only,0,chatty_prose,medium,True,49.21135691682434,19.684542766729738,14.763407075047303,14.763407075047303,0.4773390519182446,0.5925918506184165,0.2745405295943847,0.22346336467728206,0.40531147393255534,8,5,2,2,43.66471600354229,0.0,0.0,0.0,1755937404.0
session_0,query_chatty_prose_003,baseline_bm25_only_chatty_prose_4158,baseline_bm25_only,0,chatty_prose,medium,True,64.50183361889968,25.800733447559875,19.350550085669905,19.350550085669905,0.4062699160314366,0.4478493063972372,0.1942683707599713,0.24494863697213679,0.3125665045410545,9,5,1,7,35.719674431487796,0.0,0.0,0.0,1755936617.0
session_0,query_chatty_prose_004,baseline_bm25_only_chatty_prose_3301,baseline_bm25_only,0,chatty_prose,high,True,52.56703414324451,21.026813657297808,15.770110242973352,15.770110242973352,0.44323827001891525,0.6243974312956898,0.24094200032880989,0.26498211353928647,0.40426870487060484,10,5,3,8,35.76522701451924,0.0,0.0,0.0,1755939087.0
session_1,query_chatty_prose_005,baseline_bm25_only_chatty_prose_7616,baseline_bm25_only,0,chatty_prose,low,True,70.99775030992201,28.399100123968807,21.299325092976602,21.299325092976602,0.3689373660143249,0.5607596447515828,0.22165743670255228,0.21912549194616207,0.38350680320605035,10,5,3,5,82.07324043882626,0.0,0.0,0.0,1755935726.0
session_1,query_chatty_prose_006,baseline_bm25_only_chatty_prose_8110,baseline_bm25_only,0,chatty_prose,medium,True,61.6374285039,24.65497140156,18.49122855117,18.49122855117,0.413564107540651,0.5738968546727918,0.20982359840297118,0.25101487917710535,0.3648379967564514,9,5,3,4,36.163596786791295,0.0,0.0,0.0,1755930412.0
session_1,query_chatty_prose_007,baseline_bm25_only_chatty_prose_2689,baseline_bm25_only,0,chatty_prose,low,True,60.60470203842447,24.24188081536979,18.18141061152734,18.18141061152734,0.44581110796300394,0.516137395252043,0.23589208810011927,0.2728874307094937,0.37573593976365394,11,5,1,8,84.52525710003366,0.0,0.0,0.0,1755937357.0
session_1,query_chatty_prose_008,baseline_bm25_only_chatty_prose_5879,baseline_bm25_only,0,chatty_prose,high,True,64.79109105365748,25.916436421462993,19.437327316097242,19.437327316097242,0.42813011524898276,0.5610483763736076,0.2545207063368927,0.252071361688847,0.35802908042489373,10,5,1,6,51.00248005153058,0.0,0.0,0.0,1755937400.0
session_1,query_chatty_prose_009,baseline_bm25_only_chatty_prose_7046,baseline_bm25_only,0,chatty_prose,high,True,48.60055043471518,19.440220173886075,14.580165130414553,14.580165130414553,0.42707158356884717,0.5805321823277492,0.20468514865463666,0.269502394668355,0.3455882785549358,11,5,5,3,39.58520736292405,0.0,0.0,0.0,1755935305.0
session_2,query_chatty_prose_010,baseline_bm25_only_chatty_prose_5155,baseline_bm25_only,0,chatty_prose,high,True,61.66738220707866,24.666952882831467,18.500214662123597,18.500214662123597,0.44238192699677625,0.5586584677752672,0.23196149812072908,0.2210383131700535,0.3077760867687033,9,5,1,3,78.34343526554207,0.0,0.0,0.0,1755936938.0
session_2,query_chatty_prose_011,baseline_bm25_only_chatty_prose_3318,baseline_bm25_only,0,chatty_prose,low,True,50.01829417521684,20.007317670086735,15.005488252565051,15.005488252565051,0.46830334098744514,0.5767594745603045,0.21634024083239586,0.2564543712067618,0.3251830716934303,8,5,2,4,39.17503583493344,0.0,0.0,0.0,1755934268.0
session_2,query_chatty_prose_012,baseline_bm25_only_chatty_prose_4390,baseline_bm25_only,0,chatty_prose,low,True,46.71833658589651,18.687334634358603,14.015500975768953,14.015500975768953,0.4503471552389279,0.5864636992724168,0.22537777202345385,0.25195352197097665,0.326809706484336,11,5,2,7,55.01114464360124,0.0,0.0,0.0,1755932105.0
session_2,query_chatty_prose_013,baseline_bm25_only_chatty_prose_8379,baseline_bm25_only,0,chatty_prose,low,True,72.06820973175404,28.827283892701615,21.62046291952621,21.62046291952621,0.43968680055149784,0.5193860216371057,0.24852019232742506,0.24684552083491793,0.309348261334462,10,5,6,7,69.78743444923086,0.0,0.0,0.0,1755937575.0
session_2,query_chatty_prose_014,baseline_bm25_only_chatty_prose_9362,baseline_bm25_only,0,chatty_prose,medium,True,49.32320432116304,19.729281728465217,14.796961296348911,14.796961296348911,0.40124763531395646,0.644887398584225,0.17309054068727467,0.25284100183835134,0.3811147539483387,11,5,5,6,53.01725476026341,0.0,0.0,0.0,1755931581.0
session_3,query_chatty_prose_015,baseline_bm25_only_chatty_prose_6296,baseline_bm25_only,0,chatty_prose,low,True,54.44791663156071,21.779166652624284,16.334374989468213,16.334374989468213,0.4190333643303837,0.5911982767203007,0.28234588819528283,0.2563907515773743,0.35579834185548154,11,5,5,2,75.52766653909165,0.0,0.0,0.0,1755931633.0
session_3,query_chatty_prose_016,baseline_bm25_only_chatty_prose_4925,baseline_bm25_only,0,chatty_prose,high,True,51.62450896390568,20.649803585562275,15.487352689171704,15.487352689171704,0.44618549797042495,0.5909379497141666,0.23983227861749487,0.24996728066711804,0.3372190298430674,9,5,1,5,57.52720676550467,0.0,0.0,0.0,1755935565.0
session_3,query_chatty_prose_017,baseline_bm25_only_chatty_prose_2196,baseline_bm25_only,0,chatty_prose,medium,True,55.86146101160423,22.344584404641694,16.758438303481267,16.758438303481267,0.4740378856419891,0.4731484796126251,0.20534744148527767,0.2618748435168242,0.3863844522104805,9,5,2,2,77.609075015927,0.0,0.0,0.0,1755934719.0
session_3,query_chatty_prose_018,baseline_bm25_only_chatty_prose_5246,baseline_bm25_only,0,chatty_prose,high,True,51.74762254921115,20.699049019684463,15.524286764763344,15.524286764763344,0.417230740841268,0.4963307657962406,0.2838391041589091,0.2447351657485608,0.366044278702438,9,5,3,3,35.7272332833941,0.0,0.0,0.0,1755931331.0
session_3,query_chatty_prose_019,baseline_bm25_only_chatty_prose_4733,baseline_bm25_only,0,chatty_prose,medium,True,42.22463170483635,16.88985268193454,12.667389511450905,12.667389511450905,0.42583356903310143,0.49050469989387624,0.2859642757787766,0.21471746201399836,0.3949966602702559,9,5,2,4,57.95678781191307,0.0,0.0,0.0,1755931906.0
session_0,query_code_heavy_000,baseline_bm25_only_code_heavy_2547,baseline_bm25_only,0,code_heavy,high,True,40.87324133127038,16.349296532508152,12.261972399381113,12.261972399381113,0.48796299217351224,0.5336616516880055,0.30531545854419584,0.2383824373195297,0.33424490578465554,8,5,1,4,73.98455001363845,0.0,0.0,0.0,1755935578.0
session_0,query_code_heavy_001,baseline_bm25_only_code_heavy_5657,baseline_bm25_only,0,code_heavy,low,True,55.96783590259513,22.38713436103805,16.790350770778538,16.790350770778538,0.5186614490284379,0.4943662479317037,0.21081138031771285,0.237410500781515,0.3679316140073782,8,5,2,5,35.35331526098587,0.0,0.0,0.0,1755932747.0
session_0,query_code_heavy_002,baseline_bm25_only_code_heavy_1959,baseline_bm25_only,0,code_heavy,high,True,44.81658616879451,17.926634467517804,13.444975850638352,13.444975850638352,0.483166539513673,0.4984744524032478,0.26624918750620175,0.23796586775541206,0.4055683455352681,10,5,1,5,77.99702033681604,0.0,0.0,0.0,1755938792.0
session_0,query_code_heavy_003,baseline_bm25_only_code_heavy_3194,baseline_bm25_only,0,code_heavy,high,True,53.476711454227775,21.39068458169111,16.043013436268332,16.043013436268332,0.4836935674418826,0.5312455326421545,0.30145283116845834,0.22981829314269786,0.30250117359389334,8,5,2,7,43.6682326753886,0.0,0.0,0.0,1755933843.0
session_0,query_code_heavy_004,baseline_bm25_only_code_heavy_5879,baseline_bm25_only,0,code_heavy,medium,True,62.55559750577285,25.022239002309142,18.766679251731855,18.766679251731855,0.5046295556105211,0.52075852790106,0.2667409726926082,0.21873866410826975,0.3261310702358896,11,5,1,8,83.26276536320691,0.0,0.0,0.0,1755930064.0
session_1,query_code_heavy_005,baseline_bm25_only_code_heavy_4594,baseline_bm25_only,0,code_heavy,high,True,49.36592096034779,19.746368384139117,14.809776288104338,14.809776288104338,0.49913245378780075,0.570986893685325,0.3120049041362917,0.21851689426111892,0.3691385882967467,8,5,6,8,71.45035840204937,0.0,0.0,0.0,1755932454.0
session_1,query_code_heavy_006,baseline_bm25_only_code_heavy_106,baseline_bm25_only,0,code_heavy,high,True,37.21627592613388,14.886510370453554,11.164882777840164,11.164882777840164,0.47022588764915446,0.49790496962330755,0.2849867732146679,0.22238565951455494,0.3415758112541974,8,5,2,4,70.66223936114974,0.0,0.0,0.0,1755934488.0
session_1,query_code_heavy_007,baseline_bm25_only_code_heavy_2124,baseline_bm25_only,0,code_heavy,high,True,64.75146165459093,25.900584661836373,19.42543849637728,19.42543849637728,0.4417472733356741,0.5140135431315349,0.2621939361788083,0.26002896663049613,0.3847455995879608,8,5,2,5,69.77580432130637,0.0,0.0,0.0,1755936668.0
session_1,query_code_heavy_008,baseline_bm25_only_code_heavy_7497,baseline_bm25_only,0,code_heavy,medium,True,33.88181814855815,13.552727259423262,10.164545444567446,10.164545444567446,0.4656345745128295,0.5734493448055822,0.2662414198752314,0.1968964790487306,0.36036553831666296,9,5,4,2,55.82549739351831,0.0,0.0,0.0,1755931306.0
session_1,query_code_heavy_009,baseline_bm25_only_code_heavy_9943,baseline_bm25_only,0,code_heavy,low,True,36.778006535389835,14.711202614155935,11.03340196061695,11.03340196061695,0.4999465296577804,0.4457491513880383,0.2742045837365235,0.2512046041988205,0.4238972633745586,10,5,3,2,47.20627611238871,0.0,0.0,0.0,1755936585.0
session_2,query_code_heavy_010,baseline_bm25_only_code_heavy_4371,baseline_bm25_only,0,code_heavy,medium,True,44.399344984856334,17.759737993942533,13.3198034954569,13.3198034954569,0.46525859605067366,0.4919949214313939,0.28005978161579886,0.22356246098733124,0.3299525990260276,9,5,1,7,66.71756723506819,0.0,0.0,0.0,1755935535.0
session_2,query_code_heavy_011,baseline_bm25_only_code_heavy_3135,baseline_bm25_only,0,code_heavy,medium,True,55.52095733202074,22.2083829328083,16.656287199606222,16.656287199606222,0.4304444681162316,0.5907641981471384,0.3012076824690614,0.2501828869148027,0.33903382109502367,10,5,3,6,66.67648553804473,0.0,0.0,0.0,1755939986.0
session_2,query_code_heavy_012,baseline_bm25_only_code_heavy_64,baseline_bm25_only,0,code_heavy,high,True,39.5977650535589,15.83910602142356,11.87932951606767,11.87932951606767,0.4644019869277293,0.5082301989692722,0.291683653956019,0.27087721221837313,0.36579344484004084,11,5,2,5,82.0261632244802,0.0,0.0,0.0,1755938120.0
session_2,query_code_heavy_013,baseline_bm25_only_code_heavy_5779,baseline_bm25_only,0,code_heavy,low,True,32.17102816106227,12.868411264424907,9.65130844831868,9.65130844831868,0.4760693547568796,0.532519714013835,0.2853934462849093,0.23639950556843017,0.3569676109148301,9,5,4,4,84.81268498789622,0.0,0.0,0.0,1755934499.0
session_2,query_code_heavy_014,baseline_bm25_only_code_heavy_1430,baseline_bm25_only,0,code_heavy,medium,True,51.40498339871176,20.561993359484703,15.421495019613527,15.421495019613527,0.5261578157197639,0.4073217242611049,0.2509046700496206,0.2499028611069794,0.33850030081202287,8,5,1,7,53.61413832808715,0.0,0.0,0.0,1755934433.0
session_3,query_code_heavy_015,baseline_bm25_only_code_heavy_7784,baseline_bm25_only,0,code_heavy,high,True,37.8007902591457,15.120316103658281,11.34023707774371,11.34023707774371,0.5056478465535045,0.5589204887397867,0.27410823926937833,0.211272475800308,0.3245792741566207,10,5,2,7,62.12701152774497,0.0,0.0,0.0,1755933436.0
session_3,query_code_heavy_016,baseline_bm25_only_code_heavy_2651,baseline_bm25_only,0,code_heavy,low,True,43.01507375071533,17.20602950028613,12.9045221252146,12.9045221252146,0.5541050749976886,0.451169957513379,0.2677059661877896,0.2565444677273173,0.3651972590501759,8,5,3,5,44.76214938990223,0.0,0.0,0.0,1755939435.0
session_3,query_code_heavy_017,baseline_bm25_only_code_heavy_1344,baseline_bm25_only,0,code_heavy,low,True,44.069007083387554,17.627602833355024,13.220702125016265,13.220702125016265,0.49471022453843216,0.49812506496462344,0.2505943670911993,0.2036386350362434,0.3419594494447138,10,5,1,6,83.33274095218349,0.0,0.0,0.0,1755930980.0
session_3,query_code_heavy_018,baseline_bm25_only_code_heavy_9587,baseline_bm25_only,0,code_heavy,medium,True,46.29885694388386,18.519542777553546,13.889657083165158,13.889657083165158,0.48405952139186514,0.4814800052111937,0.23950881165994845,0.2589954807697747,0.4033677303165788,11,5,2,8,63.50305850446825,0.0,0.0,0.0,1755930154.0
session_3,query_code_heavy_019,baseline_bm25_only_code_heavy_4201,baseline_bm25_only,0,code_heavy,medium,True,48.86276450406495,19.54510580162598,14.658829351219484,14.658829351219484,0.4879135785273663,0.4751693751418232,0.2898498696257509,0.24669380770892876,0.32938474474002466,8,5,0,8,78.35361592900519,0.0,0.0,0.0,1755937992.0
session_0,query_mixed_000,baseline_bm25_only_mixed_7544,baseline_bm25_only,0,mixed,high,True,69.28529269766588,27.714117079066355,20.785587809299763,20.785587809299763,0.45447016100700977,0.5825545563249442,0.22178758676296292,0.25469304010310173,0.3575826652261366,8,5,2,3,51.96356229480955,0.0,0.0,0.0,1755937970.0
session_0,query_mixed_001,baseline_bm25_only_mixed_9047,baseline_bm25_only,0,mixed,low,True,47.93142825798506,19.172571303194026,14.379428477395518,14.379428477395518,0.4182740624569997,0.5632127627297047,0.27610029722692225,0.2605476743138497,0.3578581283332048,9,5,0,8,51.19950305533998,0.0,0.0,0.0,1755932198.0
session_0,query_mixed_002,baseline_bm25_only_mixed_3812,baseline_bm25_only,0,mixed,low,True,40.68874076788158,16.275496307152633,12.206622230364475,12.206622230364475,0.42551083772835463,0.5998677894611836,0.18490366938877423,0.21493061167498673,0.3336523329512327,10,5,0,5,53.98462040836334,0.0,0.0,0.0,1755930804.0
session_0,query_mixed_003,baseline_bm25_only_mixed_8863,baseline_bm25_only,0,mixed,medium,True,45.91310684893288,18.36524273957315,13.773932054679863,13.773932054679863,0.4619740834305621,0.5847896176091365,0.28171374800068927,0.22283304561427697,0.3359168325977136,11,5,3,2,78.42339879489563,0.0,0.0,0.0,1755932573.0
session_0,query_mixed_004,baseline_bm25_only_mixed_9443,baseline_bm25_only,0,mixed,medium,True,40.336644651820066,16.134657860728026,12.10099339554602,12.10099339554602,0.45302452266762155,0.5312340911922027,0.2658081223789537,0.28241066890331756,0.3971148390578341,10,5,4,6,48.61536632596845,0.0,0.0,0.0,1755937141.0
session_1,query_mixed_005,baseline_bm25_only_mixed_9772,baseline_bm25_only,0,mixed,low,True,70.70571451794638,28.282285807178553,21.21171435538391,21.21171435538391,0.4435294341929623,0.5360794765481265,0.25595675088688874,0.2213127006568231,0.36743066029597954,8,5,2,5,76.90534815891479,0.0,0.0,0.0,1755935941.0
session_1,query_mixed_006,baseline_bm25_only_mixed_4226,baseline_bm25_only,0,mixed,low,True,48.312455724722184,19.324982289888876,14.493736717416654,14.493736717416654,0.4862277651129079,0.5538128322779088,0.25537110389646894,0.26215133728662715,0.30442460051041464,10,5,2,8,80.77568386459569,0.0,0.0,0.0,1755932711.0
session_1,query_mixed_007,baseline_bm25_only_mixed_3596,baseline_bm25_only,0,mixed,high,True,52.809388320882334,21.123755328352935,15.8428164962647,15.8428164962647,0.4185351499775497,0.6290010941452313,0.24858206042112974,0.21884095364646663,0.33798855919450044,8,5,0,2,58.71186543501848,0.0,0.0,0.0,1755935760.0
session_1,query_mixed_008,baseline_bm25_only_mixed_1554,baseline_bm25_only,0,mixed,high,True,47.69160787490141,19.076643149960564,14.307482362470422,14.307482362470422,0.43023304734071394,0.5925827471210681,0.2535881700666121,0.2663339703542714,0.36855985879129793,8,5,2,8,75.37151259083805,0.0,0.0,0.0,1755934107.0
session_1,query_mixed_009,baseline_bm25_only_mixed_3592,baseline_bm25_only,0,mixed,high,True,56.28273078800366,22.513092315201465,16.884819236401096,16.884819236401096,0.4910395592232724,0.47190052507957275,0.2416150280259988,0.2571505248767444,0.3323819174670146,9,5,4,3,84.02884000899941,0.0,0.0,0.0,1755934806.0
session_2,query_mixed_010,baseline_bm25_only_mixed_6422,baseline_bm25_only,0,mixed,high,True,49.70333634607509,19.88133453843004,14.911000903822526,14.911000903822526,0.47044502092117874,0.5588853508653485,0.23563754135009568,0.2751151225114704,0.32316178093341485,10,5,4,5,78.10213254946567,0.0,0.0,0.0,1755937980.0
session_2,query_mixed_011,baseline_bm25_only_mixed_1737,baseline_bm25_only,0,mixed,high,True,53.094277974830916,21.23771118993237,15.928283392449273,15.928283392449273,0.3921094621105753,0.5324933732078918,0.21440994714335884,0.30195409286468766,0.3304888716778992,8,5,4,4,74.53615824194819,0.0,0.0,0.0,1755933241.0
session_2,query_mixed_012,baseline_bm25_only_mixed_5256,baseline_bm25_only,0,mixed,high,True,43.954772602470726,17.58190904098829,13.186431780741218,13.186431780741218,0.443976244018778,0.5097553642766602,0.2184726412651544,0.21132643397784878,0.31377812505060876,11,5,2,7,51.81852319142111,0.0,0.0,0.0,1755938567.0
session_2,query_mixed_013,baseline_bm25_only_mixed_6701,baseline_bm25_only,0,mixed,high,True,48.757077101400384,19.502830840560154,14.627123130420115,14.627123130420115,0.4252324547094762,0.5615667457563127,0.32365900419732685,0.23724520031497368,0.3340700913499455,9,5,4,5,78.95591537810824,0.0,0.0,0.0,1755935429.0
session_2,query_mixed_014,baseline_bm25_only_mixed_7479,baseline_bm25_only,0,mixed,medium,True,53.514226200286416,21.40569048011457,16.054267860085925,16.054267860085925,0.4652456933247639,0.5167057770758309,0.26414246669159214,0.23895553911438058,0.3689879545326653,10,5,4,3,66.48889614980766,0.0,0.0,0.0,1755939041.0
session_3,query_mixed_015,baseline_bm25_only_mixed_522,baseline_bm25_only,0,mixed,low,True,67.68032273774531,27.072129095098127,20.304096821323594,20.304096821323594,0.47813514904699933,0.5717399641115737,0.2825082896171641,0.2329888708267561,0.3531420589591439,9,5,2,6,64.00431039189056,0.0,0.0,0.0,1755931218.0
session_3,query_mixed_016,baseline_bm25_only_mixed_3704,baseline_bm25_only,0,mixed,high,True,50.341941233525375,20.136776493410153,15.102582370057611,15.102582370057611,0.4310702361037816,0.41076764684959666,0.22389330273569466,0.2741125615590567,0.3602940515305062,11,5,1,2,83.10609862960249,0.0,0.0,0.0,1755935233.0
session_3,query_mixed_017,baseline_bm25_only_mixed_8197,baseline_bm25_only,0,mixed,medium,True,58.27785402042949,23.311141608171795,17.483356206128846,17.483356206128846,0.4539769820389436,0.5433152767873258,0.2544014105929997,0.27413017933016715,0.3254919298703829,11,5,8,7,71.69549594768509,0.0,0.0,0.0,1755934795.0
session_3,query_mixed_018,baseline_bm25_only_mixed_9221,baseline_bm25_only,0,mixed,high,True,43.91918060080261,17.567672240321045,13.175754180240784,13.175754180240784,0.4758678907439064,0.5606632218677975,0.2379586072800332,0.2607604470959369,0.35143862150849314,8,5,4,6,44.656643229364654,0.0,0.0,0.0,1755931007.0
session_3,query_mixed_019,baseline_bm25_only_mixed_3487,baseline_bm25_only,0,mixed,high,True,41.10934996489767,16.443739985959066,12.3328049894693,12.3328049894693,0.43803322523239346,0.580076104721308,0.27930697234111196,0.23609156740220047,0.34875289707372426,9,5,2,4,72.68494170252596,0.0,0.0,0.0,1755931040.0
session_0,query_tool_results_000,baseline_bm25_only_tool_results_7436,baseline_bm25_only,0,tool_results,low,True,39.52990677045121,15.811962708180486,11.858972031135364,11.858972031135364,0.5146542696150372,0.5630337027654463,0.27284079743835754,0.20708286480300117,0.36538823752374483,9,5,3,3,68.37788692605136,0.0,0.0,0.0,1755933900.0
session_0,query_tool_results_001,baseline_bm25_only_tool_results_4382,baseline_bm25_only,0,tool_results,medium,True,40.43105502268222,16.17242200907289,12.129316506804667,12.129316506804667,0.4175159252987761,0.5458376941527072,0.2557126256135005,0.2536301395525462,0.32674304618996936,8,5,1,7,69.51974143146826,0.0,0.0,0.0,1755936493.0
session_0,query_tool_results_002,baseline_bm25_only_tool_results_3817,baseline_bm25_only,0,tool_results,high,True,45.99768416938905,18.399073667755623,13.799305250816715,13.799305250816715,0.488070165340771,0.5956739625336858,0.3016311049425406,0.24283581599018442,0.3770559031105366,11,5,3,4,46.80582665587022,0.0,0.0,0.0,1755935126.0
session_0,query_tool_results_003,baseline_bm25_only_tool_results_6782,baseline_bm25_only,0,tool_results,high,True,33.92120614765586,13.568482459062345,10.176361844296757,10.176361844296757,0.4588637434863879,0.5697289093012439,0.3148169236711324,0.27110661993092827,0.36960902784005967,9,5,2,7,53.86420815523113,0.0,0.0,0.0,1755934632.0
